Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,"    Mark Curtis Adams was a Sunday school teacher. He also produced child porn and used the social media app Kik to entice a child into sex, which is rape, and take explicit photos of the child. He was sentenced to 10 years.",
,,,Republican,,,    https://www.timesnews.net/news/crime/explicit-chats-with-minors-lead-to-10-year-sentence-for-hawkins-man/article_e1db51e7-17dc-586c-8342-f689cac75269.html,
,,,Republican,,,"    David Wayne Pendley, a Las Vegas religious private school teacher, sexually assaulted a student because “God made him that way.”",
,,,Republican,,,    https://www.8newsnow.com/news/local-news/ex-las-vegas-school-teacher-accused-of-sexually-assaulting-student-said-god-made-him-that-way-police/,
,,,Republican,,,    Charles Kyle Adcock was youth pastor at Woodward Avenue Baptist Church in Muscle Shoals. He was arrested and charged with 29 counts of rape and sodomy of a minor. He was sentenced to 10 years. https://whnt.com/news/shoals/former-muscle-shoals-youth-minister-pleads-guilty-to-sodomy/,
,,,Republican,,,    Mark Aderholt was charged with the sexual assault of a 16-year-old girl when he was 25. He pleaded guilty to assault and was sentenced in a deal that wiped his sentence clean without listing on the sexual offender registry.,
,,,Republican,,,    https://www.baptistpress.com/resource-library/news/mark-aderholt-pleads-guilty-in-sex-assault-case/,
,,,Republican,,,    https://annemariemiller.com/2021/07/02/mark-aderholts-criminal-record-is-wiped-clean-today-and-why-i-supported-the-plea-deal-instead-of-a-trial/,
,,,Republican,,,"    Kenneth Daniel was arrested at the church where he was pastor for facilitating the travel of a minor across state lines for a sex act. According to the police, the 7-year-old girl told her grandfather about him touching her inappropriately at his home, the pool, and at church.",
,,,Republican,,,    https://thealabamabaptist.org/pastors-recent-arrest-reminder-for-churches-to-protect-the-vulnerable/,
,,,Republican,,,"    Former Winnebago County Republican Central Committee Chairperson Eli Nicolosi, who lost his primary bid for state senate, was charged with home invasion, aggravated battery, and violating an order of protection that his wife had been granted. The person he attacked was her boyfriend. His injuries include with injuries including a ripped ear lobe, a large black eye, scratches and a bite on the back.There’s a reason she sought an order of protection.",
,,,Republican,,,    https://www.wifr.com/2022/10/03/former-winnebago-county-republican-committee-chairman-arrested-felony-charges/,
,,,Republican,,,"    Charles Pierce, Alaska GOP candidate for governor, has been sued for sexual harassment “constant unwanted physical touching, sexual remarks, and sexual advances,”  while he was the Kenai Peninsula Borough mayor. The borough is also named for not providing a way to report without reprisal.",
,,,Republican,,,    https://www.msn.com/en-us/news/us/alaska-governor-candidate-faces-sexual-harassment-lawsuit/ar-AA13gyPE?OCID=ansmsnnews11,
,,,Republican,,,"    NC Republican candidate for US House Sandy Smith is accused of domestic violence against her ex-husband, her daughter",
,,,Republican,,,    https://www.thedailybeast.com/north-carolina-maga-congressional-candidate-sandy-smith-has-even-more-wild-secrets?ref=home,
,,,Republican,,,"    Cade Cothren, chief of staff to former NC Speaker Glen Casada,sexually harassed interns, sent racist and misogynistic texts (also indicted for fraud)",
,,,Republican,,,    https://www.tba.org/?pg=LawBlog&blAction=showEntry&blogEntry=34423,
,,,Republican,,,"    Alek Skarlatos, running for Oregon’s 4th District, joked about choking and killing women during sex. He also has a penchant for liking underage girls on Instagram",
,,,Republican,,,    https://www.heraldandnews.com/news/oregon-congressional-candidate-alek-skarlatos-joked-about-choking-women/article_48dc6b7c-32d6-11ed-a7b2-efb2d189ca93.html,
,,,Republican,,,    South Dakota Republican state senate candidate Joel Koskan has been charged with grooming and sexually assaulting a family member who was a child from 14 to 19.,
,,,Republican,,,    https://www.keloland.com/news/local-news/south-dakota-senate-candidate-accused-of-child-abuse/,
,,,Republican,,,    https://www.mitchellrepublic.com/news/south-dakota/sd-state-senate-candidate-accused-of-repeatedly-molesting-family-member-over-five-years,
,,,Republican,,,    No jail time: https://www.keloland.com/keloland-com-original/senate-candidate-will-face-no-time-in-grooming-plea/,
,,,Republican,,,"    US Sen. Ron Johnson of Wisconsin was on the finance council of the Green Bay Diocese when it was being sued for priest child molestation and its coverup. At the same time, he testified against the WI Child Victims Act, lifting the statute of limitations that prevents so many victims from getting justice.",
,,,Republican,,,    https://washingtonmonthly.com/2010/09/29/ron-johnsons-bizarre-position-on-child-abuse-victims/,
,,,Republican,,,"    Matt Walsh, conservative political commentator and transphobe, came to the defense of the Duggars, pedophiles, and child molesters over the years. Most recently he said that it should be okay to have sex with teen girls because that’s when they are most fertile. https://www.mediamatters.org/matt-walsh/deleted-matt-walsh-blog-post-calls-concept-adolescence-modern-plague",
,,,Republican,,,"    Matthew Foster, GOP candidate for District Atty in Maine was asked if he had ever been investigated criminally. He said no, but that was a lie. He was investigated for sexually abusing a 13-year-old girl in his care. She continues to insist he abused her though the DA investigating the DA brought no charges. https://www.bangordailynews.com/2022/11/03/mainefocus/matthew-foster-sexual-assault-investigation-denial/",
,,,Republican,,,"    Leticia McCormack, an elder soon to be ordained at The Rock Church, an anti-gay FourSquare Evangelical church in San Diego, has been charged, along with her parents, with the torture murder of her adopted daughter.",
,,,Republican,,,    https://www.sdsheriff.gov/Home/Components/News/News/1613/16,
,,,Republican,,,"    David Lloyd Walther, Pastor of Faith Baptist Church in Round Rock, has been charged with distribution, receipt, transportation and possession of child pornography.",
,,,Republican,,,    https://www.justice.gov/usao-wdtx/pr/fbi-arrests-round-rock-pastor-child-pornography,
,,,Republican,,,"    GOP candidate for SD state house, Bud Marty May, who lost to his mother has been charged with the rape of a woman in a bar bathroom. When police arrived she had blood, dirt, and an abrasion on her face. The blood is believed to by May’s",
,,,Republican,,,    https://www.argusleader.com/story/news/crime/2022/11/16/states-attorney-failed-sd-house-candidate-allegedly-raped-woman-in-bar-bathroom/69653519007/,
,,,Republican,,,"    David Lynn Richards, former pastor of the anti-gay My Father’s House Church of God, was convicted of nine felony counts for repeatedly raping his daughter over the course of two years. https://www.knoxnews.com/story/news/crime/2019/05/09/former-pastor-nets-12-year-prison-term-rape-adopted-daughter-david-lynn-richards/1143006001/",
,,,Republican,,,    https://www.wbir.com/article/news/crime/judge-declines-to-give-former-pastor-new-trial-in-rape-sexual-abuse-case/51-647aafc3-17ce-4713-ac87-a524bb9dbe53,
,,,Republican,,,"    Jeffery Williams Fountain, CO Salvation Army youth pastor, sent sexually explicit material to young person who attended his youth group. https://krdo.com/news/2022/11/10/fountain-police-arrest-former-youth-pastor-on-unlawful-sexual-communication-charge/",
,,,Republican,,,,
,,,Republican,,,,
,,,Republican,,,"    Steve Wukmer, a former teacher at the infamous Agape Boarding School has been arrested and charged with 215 counts of possession of child pornography.",
,,,Republican,,,    Agape School has still not been shut down.,
,,,Republican,,,    https://www.ozarksfirst.com/news/regional-news/kolr-10-investigates/former-missouri-boarding-school-teacher-arrested-on-215-child-porn-charges-in-alabama/,
,,,Republican,,,"    David Ray Barker, member of the white supremacist Texas Patriot Network, was twice convicted of indecency with a child by contact, sexually violent offenses.",
,,,Republican,,,    https://law.justia.com/cases/texas/fourteenth-court-of-appeals/2011/87919.html,
,,,Republican,,,    https://itsgoingdown.org/leaked-audio-reveals-militias-plans-to-attack-houston-protesters,
,,,Republican,,,,
,,,Republican,,,,
,,,Republican,,,"    Joshua Barnard, a member of the Boogaloo Bois, was arrested after a riot and then rearrested shortly after for 11 charges of sexual exploitation of a minor. SC Richland County Sheriff’s Dept https://www.rcsd.net/tag/extremists/",
,,,Republican,,,    https://www.informant.news/p/the-boogaloo-cases,
,,,Republican,,,    QAnon conspiracist Matthew G. Barszcz of Idaho was arrested for possession of child sexual exploitation images. He had the novel explanation that he was searching and downloading it in order to report it to the police.,
,,,Republican,,,    https://www.krem.com/article/news/crime/coeur-dalene-man-faces-20-years-prison-child-pornography/293-9611d6f8-268c-4e72-bb3a-2f064acaf0f3,
,,,Republican,,,"    Patricia Kent, anti-drag queen activist, anti-BLM activist, etc. in Utah was fired and lost her teaching license for forming inappropriate relationships with her female students including physical intimacy. There was a settlement but she did not get prosecuted.",
,,,Republican,,,    https://tarrant.tx.networkofcare.org/dv/news-article-detail.aspx?id=104465,
,,,Republican,,,    https://t.co/heJpUK6Q5i,
,,,Republican,,,    3%er and Proud Boy Robert George Bierer 3rd was convicted of possession child exploitation materials https://www.homefacts.com/offender-detail/MO75938537/Robert-George-Bierer-3rd.html,
,,,Republican,,,"    Francis Joseph (Frank) Collin, founder of the National Socialist Party of America.molested children",
,,,Republican,,,"    https://news.google.com/newspapers?nid=1873&dat=19800315&id=5FIfAAAAIBAJ&sjid=LNIEAAAAIBAJ&pg=4484,6667865",
,,,Republican,,,"    David DePape, QAnon conspiracist who attacked Paul Pelosi, is alleged to have abused his step-daughter and sons. https://nypost.com/2022/10/29/paul-pelosi-attacker-david-depape-sexually-abused-his-kids-stepdaughter/0",
,,,Republican,,,"    Matthew Fairfield, Oath Keepers member, was arrested for possessing explosives and weapons presumed stolen from the military. During search discovered he had child sexual exploitation material on his computer. Convicted for fourteen felonies, weapons and pandering obscenity involving child pornography.",
,,,Republican,,,    https://www.akronlegalnews.com/editorial/10997,
,,,Republican,,,"    Peter Mitchell Gaughenbaugh, Florida Hammerskins. Child pornography",
,,,Republican,,,    https://web.archive.org/web/20191108063512/https://offender.fdle.state.fl.us/offender/sops/flyer.jsf?personId=48838,
,,,Republican,,,    https://aratally.wordpress.com/2017/11/15/nerds-with-tattoos/,
,,,Republican,,,"    Michael Scott Geiger, white nationalist Aryan Brotherhood member and convicted kidnapper, raped and killed a child shortly after being released from prison",
